1, 2, 9, 9, 9, 504
4, 5, 10, 10, 10, 393624
1, 1, 1, 2, 3, 72
1, 7, 8, 9, 10, 3024
3, 4, 5, 5, 10, 319032
2, 4, 7, 8, 9, 93744
4, 6, 9, 9, 9, 393624
7, 7, 8, 8, 8, 2044308
3, 3, 4, 9, 10, 238392
1, 6, 6, 7, 10, 1512
1, 1, 1, 3, 7, 72
2, 3, 5, 6, 6, 46872
4, 5, 6, 7, 10, 2361744
4, 5, 5, 6, 6, 590436
5, 8, 10, 10, 10, 1058904
1, 3, 9, 9, 9, 504
4, 7, 9, 10, 10, 1180872
1, 3, 5, 5, 7, 1512
2, 4, 5, 8, 10, 93744
5, 5, 6, 6, 10, 1357020
1, 4, 6, 7, 7, 1512
2, 2, 2, 5, 7, 7128
2, 6, 7, 8, 8, 46872
1, 1, 6, 8, 10, 504
2, 2, 2, 10, 10, 3564
2, 4, 4, 5, 8, 46872
1, 1, 2, 5, 7, 504
2, 2, 3, 3, 8, 14364
5, 6, 6, 10, 10, 1588356
9, 10, 10, 10, 10, 3311406
8, 9, 9, 9, 9, 2011086
1, 3, 3, 6, 10, 1512
4, 4, 7, 10, 10, 481068
5, 6, 8, 8, 10, 3176712
2, 2, 4, 8, 10, 28728
1, 4, 6, 10, 10, 1512
1, 2, 5, 5, 10, 1512
2, 2, 3, 4, 4, 14364
1, 5, 9, 9, 10, 1512
2, 3, 4, 5, 10, 93744
3, 3, 3, 5, 9, 67608
3, 4, 4, 6, 7, 319032
2, 2, 2, 2, 8, 1467
1, 4, 7, 8, 9, 3024
4, 6, 8, 9, 10, 2361744
2, 6, 7, 7, 7, 15624
2, 3, 4, 4, 6, 46872
2, 3, 5, 5, 6, 46872
1, 1, 6, 7, 7, 252
5, 6, 8, 10, 10, 3176712
1, 3, 5, 5, 8, 1512
4, 4, 4, 4, 7, 67131
3, 5, 5, 5, 9, 106344
2, 4, 4, 10, 10, 23436
1, 6, 7, 10, 10, 1512
1, 3, 3, 5, 9, 1512
2, 2, 4, 6, 10, 28728
3, 3, 9, 10, 10, 119196
3, 3, 7, 9, 10, 238392
5, 5, 5, 7, 10, 832680
2, 2, 3, 6, 8, 28728
1, 2, 3, 4, 6, 3024
1, 1, 8, 10, 10, 252
1, 4, 4, 7, 8, 1512
1, 8, 8, 8, 9, 504
4, 4, 5, 5, 10, 481068
1, 6, 6, 6, 10, 504
1, 3, 4, 7, 7, 1512
1, 3, 4, 7, 10, 3024
5, 7, 7, 8, 8, 1588356
2, 8, 9, 9, 10, 46872
2, 2, 5, 7, 9, 28728
2, 5, 5, 5, 8, 15624
3, 6, 6, 7, 8, 319032
5, 5, 6, 7, 10, 2714040
4, 5, 7, 7, 7, 393624
3, 3, 7, 7, 10, 119196
2, 6, 7, 7, 8, 46872
2, 3, 7, 8, 9, 93744
5, 6, 9, 10, 10, 3176712
2, 3, 5, 8, 10, 93744
3, 5, 7, 7, 7, 106344
1, 3, 3, 5, 6, 1512
1, 1, 1, 4, 5, 72
1, 3, 6, 7, 10, 3024
4, 5, 5, 10, 10, 590436
4, 4, 4, 5, 9, 287352
3, 3, 4, 4, 9, 119196
2, 2, 7, 7, 10, 14364
5, 7, 7, 7, 10, 1058904
2, 3, 4, 4, 10, 46872
2, 7, 7, 9, 9, 23436
5, 6, 8, 9, 10, 6353424
1, 4, 7, 9, 10, 3024
2, 3, 4, 9, 9, 46872
2, 2, 2, 3, 8, 7128
1, 1, 4, 8, 10, 504
3, 5, 7, 10, 10, 319032
6, 6, 9, 9, 10, 3094812
3, 4, 5, 6, 6, 319032
6, 7, 10, 10, 10, 2344104
3, 5, 6, 8, 10, 638064
2, 7, 8, 10, 10, 46872
1, 5, 6, 9, 9, 1512
2, 3, 6, 7, 7, 46872
8, 8, 9, 9, 9, 3666852
1, 1, 5, 8, 9, 504
2, 2, 4, 7, 10, 28728
3, 6, 7, 7, 7, 106344
2, 3, 5, 6, 9, 93744
5, 5, 5, 6, 10, 832680
2, 2, 3, 5, 8, 28728
5, 5, 5, 8, 8, 416340
5, 6, 7, 7, 9, 3176712
2, 3, 6, 8, 9, 93744
6, 6, 6, 6, 7, 463419
3, 3, 6, 10, 10, 119196
2, 6, 8, 9, 10, 93744
1, 4, 4, 6, 8, 1512
5, 8, 8, 9, 10, 3176712
1, 2, 5, 8, 9, 3024
1, 1, 1, 1, 3, 9
3, 7, 7, 7, 9, 106344
2, 5, 7, 9, 9, 46872
5, 5, 6, 10, 10, 1357020
3, 3, 8, 8, 8, 39732
1, 1, 2, 5, 8, 504
4, 7, 10, 10, 10, 393624
3, 6, 6, 6, 8, 106344
4, 5, 6, 8, 9, 2361744
3, 3, 3, 4, 10, 67608
1, 3, 3, 6, 7, 1512
8, 8, 9, 10, 10, 11000556
1, 1, 1, 5, 10, 72
7, 9, 9, 9, 10, 4551624
5, 5, 6, 7, 8, 2714040
1, 2, 3, 3, 6, 1512
2, 2, 3, 4, 9, 28728
4, 4, 4, 5, 8, 287352
3, 6, 9, 9, 10, 319032
3, 6, 8, 10, 10, 319032
6, 6, 8, 9, 9, 3094812
1, 1, 5, 8, 8, 252
1, 4, 4, 4, 4, 126
1, 1, 6, 6, 8, 252
1, 3, 6, 9, 9, 1512
2, 2, 5, 6, 7, 28728
4, 7, 7, 8, 8, 590436
2, 3, 7, 7, 8, 46872
1, 4, 4, 9, 10, 1512
5, 5, 7, 9, 9, 1357020
6, 6, 7, 10, 10, 3094812
2, 2, 7, 8, 8, 14364
1, 5, 6, 8, 10, 3024
1, 2, 8, 8, 10, 1512
2, 4, 9, 9, 10, 46872
3, 3, 5, 6, 9, 238392
4, 6, 6, 6, 8, 393624
2, 2, 3, 3, 6, 14364
1, 2, 5, 7, 7, 1512
4, 8, 10, 10, 10, 393624
1, 1, 2, 7, 9, 504
4, 9, 9, 9, 10, 393624
3, 5, 6, 9, 10, 638064
1, 2, 6, 7, 9, 3024
1, 3, 6, 6, 6, 504
1, 6, 6, 6, 7, 504
4, 5, 8, 8, 8, 393624
2, 3, 5, 9, 9, 46872
5, 5, 7, 8, 8, 1357020
1, 6, 7, 8, 10, 3024
1, 1, 7, 9, 9, 252
2, 3, 4, 5, 7, 93744
3, 3, 3, 5, 5, 33804
1, 4, 6, 7, 10, 3024
3, 4, 5, 8, 9, 638064
2, 3, 4, 4, 8, 46872
2, 2, 4, 4, 5, 14364
1, 4, 6, 6, 9, 1512
1, 1, 5, 7, 10, 504
1, 2, 7, 8, 9, 3024
1, 1, 2, 3, 9, 504
5, 9, 9, 9, 9, 264726
3, 6, 7, 10, 10, 319032
1, 2, 2, 3, 3, 756
7, 8, 8, 9, 10, 13654872
1, 1, 2, 6, 8, 504
2, 2, 5, 9, 9, 14364
3, 7, 7, 9, 10, 319032
3, 5, 5, 6, 8, 319032
2, 3, 3, 4, 7, 46872
2, 5, 5, 8, 9, 46872
1, 1, 1, 6, 6, 36
1, 4, 7, 7, 8, 1512
1, 2, 3, 4, 10, 3024
3, 4, 4, 4, 4, 26586
2, 2, 4, 5, 5, 14364
2, 3, 4, 4, 7, 46872
1, 2, 2, 3, 8, 1512
3, 4, 6, 7, 7, 319032
1, 3, 4, 9, 9, 1512
4, 4, 5, 5, 6, 481068
3, 5, 6, 6, 8, 319032
1, 7, 7, 9, 9, 756
1, 2, 9, 10, 10, 1512
5, 5, 5, 5, 7, 197865
2, 3, 7, 8, 8, 46872
1, 1, 2, 4, 4, 252
3, 4, 7, 7, 9, 319032
1, 1, 3, 3, 5, 252
2, 2, 5, 8, 8, 14364
1, 5, 6, 9, 10, 3024
5, 5, 7, 7, 9, 1357020
4, 5, 6, 10, 10, 1180872
1, 5, 6, 7, 8, 3024
2, 2, 4, 7, 7, 14364
4, 6, 6, 7, 8, 1180872
3, 5, 5, 9, 10, 319032
2, 3, 3, 3, 4, 15624
2, 2, 3, 5, 7, 28728
1, 3, 5, 8, 10, 3024
1, 3, 7, 7, 10, 1512
4, 4, 6, 6, 9, 481068
1, 1, 4, 7, 9, 504
1, 3, 5, 6, 8, 3024
6, 6, 6, 6, 10, 463419
5, 7, 7, 10, 10, 1588356
